PRODUCT GROUP,PRODUCT SUBGROUP,BRAND,SKU,TITLE,URL,PRODUCT IMG URL,AVAILABLE,CURRENCY,PRICE REGULAR,PRICE OFFER,PRICE REGULAR USD,PRICE OFFER USD,PRICE OFFER ALLIES,PRICE OTHER SELLERS,DISCOUNT,DISCOUNT PCT,STORE,DT
Tecnologia,Tecnologia,WHIRLPOOL,3401214,Nevecón French Door 694 lt WRX735SDHV,https://www.falabella.com.co/falabella-co/product/3401214/Nevecon-Whirlpool-French-Door-694-lt-WRX735SDHV,https://media.falabella.com.co/falabellaCO/3401214_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,17029900,11989900,3405,2397,[],[],-5040000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,SAMSUNG,30583158,Lavadora Secadora Eléctrica 16 KG WD16T6000GP/CO,https://www.falabella.com.co/falabella-co/product/30583158/Lavadora-Secadora-Samsung-Electrica-16-KG-WD16T6000GP-CO,https://media.falabella.com.co/falabellaCO/30583158_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,5929900,3499900,1185,699,"[('cmrPrice', 3309900)]","[('cmrPrice', 3309900)]",-2430000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,KITCHENAID,5127350,Batidora de Pedestal Artisan 4.7 lt Rosa 10 Velocidades 325W,https://www.falabella.com.co/falabella-co/product/5127350/Batidora-de-Pedestal-KitchenAid-Artisan-4.7-lt-Rosa-10-Velocidades-325W,https://media.falabella.com.co/falabellaCO/5127350_0/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,2129900,1349900,425,269,"[('cmrPrice', 1249900)]","[('cmrPrice', 1249900)]",-780000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,RECCO,881985227,Waflera 1 Wafle 600W,https://www.falabella.com.co/falabella-co/product/881985225/Waflera-Recco-1-Wafle-600W,https://www.falabella.com.co/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/881985227_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,59900,49900,11,9,"[('cmrPrice', 39900)]","[('cmrPrice', 39900)]",-10000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,SAMURAI,124401254,Ventilador Turbo Silence Maxx 3 en 1 Negro,https://www.falabella.com.co/falabella-co/product/124401225/Ventilador-Turbo-Silence-Maxx-3-en-1-Negro,https://media.falabella.com.co/sodimacCO/638951_41/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,0,239900,0,47,[],[],239900,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,HISENSE,72890160,Nevecón Side by Side 519 lt Inverter BCD518.,https://www.falabella.com.co/falabella-co/product/72890160/Nevecon-Hisense-Side-by-Side-519-lt-Inverter-BCD518.,https://media.falabella.com.co/falabellaCO/72890160_01/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,4549900,2999900,909,599,"[('cmrPrice', 2799900)]","[('cmrPrice', 2799900)]",-1550000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,WURDEN,881653694,"Hervidor eléctrico Vidrio 1,7Lt | 2150W","https://www.falabella.com.co/falabella-co/product/881653694/Hervidor-electrico-Wurden-Vidrio-1,7Lt-2150W",https://www.falabella.com.co/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/881653694_005/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,0,119900,0,23,"[('cmrPrice', 99900)]","[('cmrPrice', 99900)]",119900,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,SAMSUNG,18545123,Nevecón French Door 625 lt RF22A4220S9/CO,https://www.falabella.com.co/falabella-co/product/18545123/Nevecon-Samsung-French-Door-625-lt-RF22A4220S9-CO,https://media.falabella.com.co/falabellaCO/18545123_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,7489900,5529900,1497,1105,"[('cmrPrice', 5189900)]","[('cmrPrice', 5189900)]",-1960000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,SAMSUNG,72769665,Nevecón French door 859 lt RF32CG5410B1CO,https://www.falabella.com.co/falabella-co/product/72769665/Nevecon-Samsung-French-door-859-lt-RF32CG5410B1CO,https://media.falabella.com.co/falabellaCO/72769665_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,9199900,7199900,1839,1439,"[('cmrPrice', 6769900)]","[('cmrPrice', 6769900)]",-2000000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,HISENSE,72890158,Nevera Congelador Inferior 417 lt BCD422,https://www.falabella.com.co/falabella-co/product/72890158/Nevera-Hisense-Congelador-Inferior-417-lt-BCD422,https://media.falabella.com.co/falabellaCO/72890158_01/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,3699900,2699900,739,539,"[('cmrPrice', 2599900)]","[('cmrPrice', 2599900)]",-1000000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,SAMSUNG,48850674,Lavadora Secadora Eléctrica 20 kg WD20T6300GP/CO,https://www.falabella.com.co/falabella-co/product/48850674/Lavadora-Secadora-Samsung-Electrica-20-kg-WD20T6300GP-CO,https://media.falabella.com.co/falabellaCO/48850674_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,6599900,4549900,1319,909,"[('cmrPrice', 4139900)]","[('cmrPrice', 4139900)]",-2050000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,SAMSUNG,4921711,Nevecón Side by Side 758 lt Family Hub¿ RS27T5561B1/CO,https://www.falabella.com.co/falabella-co/product/4921711/Nevecon-Samsung-Side-by-Side-758-lt-Family-Hub-RS27T5561B1-CO,https://media.falabella.com.co/falabellaCO/4921711_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,13219900,9099900,2643,1819,"[('cmrPrice', 8499900)]","[('cmrPrice', 8499900)]",-4120000,NO,www.falabella.com,2025-05-02
Tecnologia,Tecnologia,SAMSUNG,73288372,Lavadora Carga Superior 15 kg Bespoke AI Wash WA80F15S5BCO,https://www.falabella.com.co/falabella-co/product/73288372/Lavadora-Samsung-Carga-Superior-15-kg-Bespoke-AI-Wash-WA80F15S5BCO,https://www.falabella.com.co/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/73288372_1/public,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': ''}",COP,0,1899900,0,379,"[('cmrPrice', 1799900)]","[('cmrPrice', 1799900)]",1899900,NO,www.falabella.com,2025-05-02
