image_url,name,item_id,url,in_stock
"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/667211/w=1036,h=832,f=webp,fit=contain,q=85","Televisor Caixun 55"" Uhd Smart Led Google Tv | C55vaug",667211,https://www.homecenter.com.co/homecenter-co/product/667211/televisor-caixun-55-uhd-smart-led-google-tv-c55vaug/667211/,1
"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/661114/w=1036,h=832,f=webp,fit=contain,q=85","Televisor Lg 65"" Smart Tv 4k Uhd Ai Thinq Incluye Control Magic",661114,https://www.homecenter.com.co/homecenter-co/product/661114/televisor-lg-65-smart-tv-4k-uhd-ai-thinq-incluye-control-magic/661114/,1
"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/700722/w=1036,h=832,f=webp,fit=contain,q=85","Televisor Caixun 75"" Uhd 4k Smart Led Google Tv | C75vaug",700722,https://www.homecenter.com.co/homecenter-co/product/700722/televisor-caixun-75-uhd-4k-smart-led-google-tv-c75vaug/700722/,1
"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/700727/w=1036,h=832,f=webp,fit=contain,q=85",Televisor Caixun 43 Uhd Led Tv C43vauw,700727,https://www.homecenter.com.co/homecenter-co/product/700727/televisor-caixun-43-uhd-led-tv-c43vauw/700727/,1
"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/686970/w=1036,h=832,f=webp,fit=contain,q=85","Televisor Caixun 65"" Uhd Smart Led Google Tv | C65vaug",686970,https://www.homecenter.com.co/homecenter-co/product/686970/televisor-caixun-65-uhd-smart-led-google-tv-c65vaug/686970/,1
"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/700724/w=1036,h=832,f=webp,fit=contain,q=85",Televisor Caixun 55 Uhd 4k Smart Led Karaoke Tv C55vsug,700724,https://www.homecenter.com.co/homecenter-co/product/700724/televisor-caixun-55-uhd-4k-smart-led-karaoke-tv-c55vsug/700724/,1
"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/617909/w=1036,h=832,f=webp,fit=contain,q=85",Televisor 40 Pulgadas Samsung Un40t5290akx,617909,https://www.homecenter.com.co/homecenter-co/product/617909/televisor-40-pulgadas-samsung-un40t5290akx/617909/,1
"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/474213_05/w=1324,h=832,f=webp,fit=contain,q=85",Televisor 32 Pulg (81 Cm) Smart Led Hd,474213,https://www.homecenter.com.co/homecenter-co/product/474213/televisor-32-pulg-81-cm-smart-led-hd/474213/,1
"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/543600_14/w=1036,h=832,f=webp,fit=contain,q=85",Televisor 43 Pulgadas LED FHD ACTIVE HDR 43LM6370 Negro,543600,https://www.homecenter.com.co/homecenter-co/product/543600/televisor-43-pulgadas-led-fhd-active-hdr-43lm6370-negro/543600/,1
"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/523947/w=1036,h=832,f=webp,fit=contain,q=85",Televisor 40 Pulgadas FHD T5290 Negro,523947,https://www.homecenter.com.co/homecenter-co/product/523947/televisor-40-pulgadas-fhd-t5290-negro/523947/,1
